ID,Time,Type,X,Y,HitSound,Extra
2269930-5,9273,slider,304,128,0,P|324:52|343:-5
2269930-5,9783,slider,405,203,0,P|425:127|444:70
2269930-5,10274,slider,471,267,0,P|411:295|392:289
2269930-5,10516,circle,293,203,2,
2269930-5,10638,slider,293,203,0,P|324:254|302:321
2269930-5,11002,slider,174,247,0,P|228:262|261:273
2269930-5,11259,slider,349,100,0,P|273:120|216:139
2269930-5,11774,slider,419,166,0,P|343:186|286:205
2269930-5,12289,slider,160,338,0,P|128:328|96:320
2269930-5,12529,circle,44,162,2,
2269930-5,12650,slider,9,263,0,P|71:242|134:226
2269930-5,13011,slider,234,117,0,P|216:160|205:197
2269930-5,13252,slider,264,339,0,P|299:278|278:219
2269930-5,13778,slider,153,111,0,P|118:172|139:231
2269930-5,14280,slider,274,359,0,P|317:341|354:330
2269930-5,14523,circle,392,177,0,
2269930-5,14645,slider,427,276,0,P|365:255|302:239
2269930-5,15011,circle,156,343,2,
2269930-5,15255,slider,156,343,0,P|132:295|140:260
2269930-5,15511,slider,226,149,0,P|196:193|162:204
2269930-5,15767,slider,27,187,0,P|80:190|106:214
2269930-5,16024,circle,226,282,2,
2269930-5,16152,circle,226,282,2,
2269930-5,16280,slider,59,344,0,P|44:282|38:262
2269930-5,16526,circle,0,196,2,
2269930-5,16650,slider,0,196,0,P|25:85|35:51
2269930-5,17020,circle,94,9,2,
2269930-5,17267,slider,111,0,0,P|162:14|186:23
2269930-5,17519,slider,257,79,0,P|206:93|182:102
2269930-5,17771,slider,89,159,0,P|200:184|234:194
2269930-5,18275,slider,330,370,0,P|344:320|354:293
2269930-5,18521,circle,294,158,2,
2269930-5,18645,slider,406,214,0,P|295:239|261:249
2269930-5,19015,circle,207,315,2,
2269930-5,19262,slider,194,332,0,P|141:315|118:308
2269930-5,19509,slider,63,243,0,P|116:226|139:219
2269930-5,19756,slider,247,161,0,P|136:136|102:126
2269930-5,20250,slider,319,97,0,P|341:141|337:165
2269930-5,20510,circle,239,275,2,
2269930-5,20641,slider,239,275,0,P|297:237|362:256
2269930-5,21014,circle,426,323,2,
2269930-5,21263,slider,449,312,0,P|472:218|489:169
2269930-5,21793,slider,359,44,0,P|378:106|392:170
2269930-5,22280,slider,305,327,0,P|249:309|229:303
2269930-5,22520,circle,83,263,2,
2269930-5,22640,slider,150,349,0,P|164:285|183:222
2269930-5,23000,slider,244,152,0,P|233:120|224:89
2269930-5,23240,circle,83,231,2,
2269930-5,24265,slider,83,231,0,B|165:205|147:271|234:237
2269930-5,24640,slider,350,132,0,P|322:218|305:298
2269930-5,25015,slider,194,159,0,P|241:132|280:138
2269930-5,25265,slider,394,293,0,P|279:328|234:350
2269930-5,25765,slider,406,186,0,P|333:204|264:233
2269930-5,26140,circle,153,167,0,
2269930-5,26265,slider,267,71,0,P|244:137|237:167
2269930-5,26515,circle,83,228,2,
2269930-5,26640,slider,83,228,0,P|57:177|100:95
2269930-5,27015,circle,172,44,2,
2269930-5,27265,slider,238,229,0,P|273:216|309:204
2269930-5,27515,circle,388,102,2,
2269930-5,27640,slider,388,102,0,B|306:76|324:142|237:108
2269930-5,28015,circle,162,21,2,
2269930-5,28140,circle,144,216,0,
2269930-5,28265,slider,33,84,0,P|68:94|104:105
2269930-5,28515,circle,231,251,2,
2269930-5,28640,slider,231,251,0,P|299:222|372:204
2269930-5,29015,circle,270,139,2,
2269930-5,29265,slider,162,327,0,P|122:263|159:190
2269930-5,29765,slider,0,65,0,P|72:82|141:111
2269930-5,30140,circle,303,61,0,
2269930-5,30265,slider,203,0,0,P|220:65|223:88
2269930-5,30515,circle,286,236,0,
2269930-5,30640,slider,286,236,0,P|328:160|310:103
2269930-5,31015,slider,171,142,0,P|229:155|260:165
2269930-5,31265,slider,370,302,0,B|276:332|276:332|221:302
2269930-5,31765,slider,27,256,0,B|121:226|121:226|176:256
2269930-5,32265,slider,288,46,0,P|266:126|242:226
2269930-5,32640,slider,368,335,0,P|361:305|344:242
2269930-5,32890,circle,360,152,0,
2269930-5,33015,slider,262,298,0,P|232:291|169:274
2269930-5,33265,slider,48,141,0,P|98:101|177:139
2269930-5,33515,slider,178,107,0,P|169:138|154:200
2269930-5,33765,slider,225,375,0,P|284:385|331:346
2269930-5,34015,slider,356,343,0,P|347:312|332:250
2269930-5,34265,slider,253,55,0,B|345:32|324:107|413:81
2269930-5,34640,slider,267,145,0,P|248:216|237:253
2269930-5,34890,circle,164,85,0,
2269930-5,35015,slider,93,227,0,P|83:187|71:146
2269930-5,35265,slider,188,0,0,P|257:17|328:36
2269930-5,35515,slider,335,34,0,P|353:78|343:113
2269930-5,35765,slider,279,263,0,P|263:202|246:141
2269930-5,36015,slider,232,122,0,P|188:104|153:114
2269930-5,36265,slider,37,241,0,P|112:264|145:278
2269930-5,36515,circle,212,221,10,
2269930-5,36640,slider,99,370,0,P|197:337|273:316
2269930-5,37015,slider,322,151,0,P|299:226|290:266
2269930-5,37265,slider,383,384,0,B|420:274|420:274|373:206
2269930-5,37640,circle,348,66,0,
2269930-5,37765,slider,481,121,0,B|381:105|423:171|315:149
2269930-5,38140,circle,166,70,0,
2269930-5,38265,slider,273,10,0,P|247:88|213:197
2269930-5,38640,slider,92,277,0,P|105:237|118:197
2269930-5,38890,circle,140,85,0,
2269930-5,39015,slider,202,272,0,P|241:258|281:245
2269930-5,39265,circle,436,90,10,
2269930-5,39390,circle,357,300,8,
2269930-5,39515,circle,307,103,8,
2269930-5,39640,circle,451,239,8,
2269930-5,39765,circle,296,84,6,
2269930-5,39890,circle,228,322,4,
2269930-5,40015,circle,379,156,6,
2269930-5,40140,circle,441,366,4,
2269930-5,40265,circle,178,186,4,
2269930-5,44265,slider,178,186,0,B|279:149|259:242|369:196
2269930-5,44640,circle,232,53,0,
2269930-5,44765,slider,96,223,0,P|85:179|100:136
2269930-5,45015,circle,220,366,10,
2269930-5,45140,circle,279,158,0,
2269930-5,45265,slider,117,327,0,P|51:306|18:298
2269930-5,45515,circle,178,186,8,
2269930-5,45640,slider,243,384,0,P|260:324|272:285
2269930-5,45890,circle,288,123,0,
2269930-5,46015,slider,379,330,0,P|362:270|350:231
2269930-5,46265,slider,188,78,0,P|241:21|366:47
2269930-5,46640,circle,451,146,0,
2269930-5,46765,slider,262,212,0,P|279:152|291:113
2269930-5,47015,circle,442,46,10,
2269930-5,47140,slider,445,240,0,P|400:226|355:214
2269930-5,47390,circle,177,258,2,
2269930-5,47515,circle,326,100,10,
2269930-5,47640,slider,276,298,0,P|251:170|233:91
2269930-5,48015,slider,126,1,0,P|114:50|102:96
2269930-5,48265,slider,15,268,0,P|68:217|186:247
2269930-5,48640,circle,340,131,0,
2269930-5,48765,slider,205,49,0,P|220:103|229:144
2269930-5,49015,slider,300,325,0,P|311:280|322:234
2269930-5,49265,slider,446,84,0,P|401:95|355:106
2269930-5,49515,slider,172,232,0,P|127:221|81:210
2269930-5,49765,circle,236,127,2,
2269930-5,49890,circle,140,343,0,
2269930-5,50015,slider,130,108,0,P|119:63|108:17
2269930-5,50265,slider,342,142,0,P|331:187|310:298
2269930-5,50515,slider,299,310,0,P|254:319|213:299
2269930-5,50765,circle,218,102,2,
2269930-5,50890,circle,79,278,0,
2269930-5,51015,circle,243,215,10,
2269930-5,51140,slider,111,39,0,P|139:180|152:249
2269930-5,51515,slider,312,326,0,P|323:281|334:235
2269930-5,51765,circle,206,92,2,
2269930-5,51890,circle,237,256,0,
2269930-5,52015,slider,382,121,0,P|337:132|291:143
2269930-5,52265,slider,125,311,0,P|136:266|147:220
2269930-5,52515,slider,11,73,0,P|21:118|32:163
2269930-5,52765,circle,25,304,0,
2269930-5,52890,circle,117,107,0,
2269930-5,53015,slider,221,288,0,P|270:292|311:266
2269930-5,53265,slider,221,102,0,P|231:147|242:192
2269930-5,53515,circle,145,355,10,
2269930-5,53640,slider,337,180,0,P|382:190|427:201
2269930-5,53890,circle,315,364,2,
2269930-5,54015,slider,148,202,0,P|137:156|126:111
2269930-5,54265,circle,401,300,10,
2269930-5,56262,slider,401,300,0,B|281:255|281:255|260:300|201:306
2269930-5,56637,circle,86,153,0,
2269930-5,56762,circle,165,363,2,
2269930-5,56887,circle,242,120,0,
2269930-5,57012,slider,92,251,0,P|153:231|209:215
2269930-5,57262,slider,350,54,0,P|284:120|316:242
2269930-5,57637,circle,434,348,0,
2269930-5,57762,circle,394,160,2,
2269930-5,57887,circle,265,319,0,
2269930-5,58012,slider,476,228,0,P|503:173|482:118
2269930-5,58262,slider,206,187,0,B|285:200|285:200|312:243|312:243|418:262
2269930-5,58637,circle,316,100,0,
2269930-5,58762,slider,112,266,0,P|93:183|84:148
2269930-5,59012,slider,296,257,0,P|283:306|272:356
2269930-5,59262,slider,199,96,0,P|252:80|301:97
2269930-5,59512,circle,202,271,10,
2269930-5,59637,slider,102,57,0,P|49:41|0:58
2269930-5,59887,circle,189,182,0,
2269930-5,60012,slider,16,279,0,P|28:229|39:179
2269930-5,60262,slider,295,93,0,B|336:155|336:155|287:288
2269930-5,60637,circle,157,370,0,
2269930-5,60762,slider,126,149,0,P|176:161|226:172
2269930-5,61012,slider,369,341,0,P|419:329|469:318
2269930-5,61262,slider,354,82,0,P|314:201|285:300
2269930-5,61637,circle,242,68,0,
2269930-5,61762,slider,407,230,0,P|457:218|507:207
2269930-5,62012,slider,220,79,0,P|191:140|210:192
2269930-5,62262,slider,315,375,0,P|303:325|292:275
2269930-5,62512,slider,91,184,0,P|80:233|68:283
2269930-5,62762,circle,286,148,0,
2269930-5,62887,circle,182,316,0,
2269930-5,63012,slider,126,89,0,P|174:68|228:84
2269930-5,63262,slider,374,283,0,P|212:235|159:222
2269930-5,63637,slider,362,92,0,P|383:140|367:194
2269930-5,63887,circle,264,349,0,
2269930-5,64012,slider,100,175,0,P|79:223|95:277
2269930-5,64262,slider,260,81,0,B|141:38|141:38|57:83
2269930-5,64637,circle,178,226,0,
2269930-5,64762,circle,310,7,2,
2269930-5,64887,circle,102,158,0,
2269930-5,65012,slider,304,279,0,P|283:206|273:175
2269930-5,65262,slider,136,22,0,P|214:46|240:53
2269930-5,65512,slider,378,222,0,P|429:206|475:192
2269930-5,65762,circle,324,34,2,
2269930-5,65887,circle,270,287,0,
2269930-5,66012,circle,410,101,10,
2269930-5,66137,slider,236,191,0,P|129:161|22:132
2269930-5,66512,slider,141,351,0,P|174:313|171:244
2269930-5,66762,circle,88,61,2,
2269930-5,66887,circle,90,279,0,
2269930-5,67012,circle,220,89,10,
2269930-5,67137,circle,0,228,0,
2269930-5,67262,slider,246,376,0,P|259:327|273:278
2269930-5,67512,slider,137,135,0,P|151:183|164:233
2269930-5,67762,circle,306,144,2,
2269930-5,67887,circle,161,333,0,
2269930-5,68012,slider,323,125,0,P|371:110|421:97
2269930-5,68262,slider,273,277,0,P|167:248|47:219
2269930-5,68887,circle,433,180,0,
2269930-5,69012,slider,220,81,0,P|233:130|247:179
2269930-5,69262,slider,351,366,0,P|365:317|378:267
2269930-5,69512,slider,457,77,0,P|408:91|358:104
2269930-5,69762,circle,174,238,2,
2269930-5,69887,circle,298,48,0,
2269930-5,70012,slider,363,232,0,P|314:217|264:204
2269930-5,70262,circle,104,87,10,
2269930-5,70387,circle,182,330,0,
2269930-5,70512,circle,200,65,10,
2269930-5,70637,circle,87,339,0,
2269930-5,70762,circle,99,72,10,
2269930-5,70887,circle,186,344,0,
2269930-5,71012,circle,206,47,10,
2269930-5,71137,circle,79,354,0,
2269930-5,71262,circle,329,258,8,
2269930-5,71387,circle,15,140,8,
2269930-5,71512,slider,348,270,0,P|431:242|472:233
2269930-5,71762,circle,214,30,8,
2269930-5,71887,circle,87,339,8,
2269930-5,72012,circle,362,154,8,
2269930-5,72137,circle,76,43,8,
2269930-5,72262,slider,325,379,0,P|417:347|476:330
2269930-5,73762,circle,103,178,0,
2269930-5,74262,slider,103,178,0,P|80:265|62:336
2269930-5,75262,slider,420,185,0,P|401:111|382:37
2269930-5,76262,circle,256,192,2,
2269930-5,76387,spinner,256,192,0,79762
2269930-6,245,slider,55,103,0,P|47:131|37:175
2269930-6,511,circle,119,214,2,
2269930-6,645,slider,119,214,0,P|131:164|150:86
2269930-6,1016,circle,177,20,2,
2269930-6,1264,slider,336,152,0,P|278:166|216:183
2269930-6,1790,slider,393,88,0,P|426:147|407:202
2269930-6,2279,slider,214,259,0,P|185:251|141:241
2269930-6,2520,circle,101,326,2,
2269930-6,2641,slider,101,326,0,P|150:338|228:357
2269930-6,3004,circle,306,380,2,
2269930-6,3246,slider,68,232,0,P|54:178|42:125
2269930-6,3767,slider,177,55,0,P|163:108|150:162
2269930-6,4271,slider,365,64,0,P|336:71|292:81
2269930-6,4516,circle,257,138,2,
2269930-6,4639,slider,257,138,0,P|269:88|288:10
2269930-6,5008,circle,349,170,2,
2269930-6,5254,slider,177,55,0,P|123:67|69:81
2269930-6,5780,slider,283,30,0,P|336:17|390:3
2269930-6,6269,slider,350,200,0,P|357:171|367:127
2269930-6,6513,circle,422,89,2,
2269930-6,6636,slider,422,89,0,P|372:101|294:120
2269930-6,7003,circle,454,181,2,
2269930-6,7248,slider,239,160,0,P|226:111|261:54
2269930-6,7769,slider,318,200,0,P|279:240|215:242
2269930-6,8262,slider,53,180,0,P|89:172|128:163
2269930-6,8516,circle,0,102,2,
2269930-6,8643,slider,0,102,0,P|61:87|124:72
2269930-6,9021,slider,203,129,0,P|209:97|217:66
2269930-6,9273,slider,369,0,0,P|385:76|403:152
2269930-6,9783,slider,426,303,0,P|372:265|302:285
2269930-6,10274,slider,218,384,0,P|227:347|237:305
2269930-6,10516,circle,109,198,2,
2269930-6,10638,slider,109,198,0,P|125:266|142:335
2269930-6,11002,circle,207,158,2,
2269930-6,11259,slider,24,245,0,P|9:168|57:119
2269930-6,11774,slider,139,73,0,P|122:141|105:210
2269930-6,12289,slider,226,357,0,P|266:346|316:333
2269930-6,12529,circle,354,271,2,
2269930-6,12650,slider,422,376,0,P|437:313|452:251
2269930-6,13011,circle,415,164,2,
2269930-6,13252,slider,237,269,0,P|299:254|361:238
2269930-6,13778,slider,145,135,0,P|207:150|269:165
2269930-6,14280,slider,68,183,0,P|53:121|102:61
2269930-6,14645,slider,148,226,0,P|101:269|25:257
2269930-6,15011,circle,145,135,2,
2269930-6,15255,slider,216,327,0,P|225:290|235:248
2269930-6,15511,slider,331,245,0,P|322:282|312:324
2269930-6,15767,slider,398,362,0,P|407:325|417:283
2269930-6,16024,circle,510,234,2,
2269930-6,16152,circle,410,182,2,
2269930-6,16280,slider,512,314,0,P|503:277|493:235
2269930-6,16526,circle,423,70,2,
2269930-6,16650,slider,423,70,0,P|406:137|390:204
2269930-6,17020,circle,318,308,2,
2269930-6,17267,slider,259,153,0,P|200:169|117:191
2269930-6,17771,slider,12,369,0,P|28:306|45:244
2269930-6,18275,slider,81,96,0,P|117:87|162:76
2269930-6,18521,circle,318,33,2,
2269930-6,18645,slider,259,153,0,P|239:75|220:-1
2269930-6,19015,circle,394,78,2,
2269930-6,19262,circle,210,227,2,
2269930-6,19386,circle,210,227,2,
2269930-6,19509,slider,259,153,0,P|290:160|321:168
2269930-6,19756,slider,266,349,0,P|224:291|242:226
2269930-6,20126,circle,377,290,2,
2269930-6,20250,slider,377,290,0,P|345:282|314:274
2269930-6,20510,circle,181,159,2,
2269930-6,20641,slider,108,270,0,P|175:253|242:236
2269930-6,21014,circle,278,89,2,
2269930-6,21263,slider,314,274,0,P|330:206|347:139
2269930-6,21793,slider,458,109,0,P|442:171|427:233
2269930-6,22280,slider,398,353,0,P|361:361|325:371
2269930-6,22520,circle,227,384,2,
2269930-6,22640,slider,227,384,0,P|242:321|257:259
2269930-6,23000,circle,292,165,2,
2269930-6,23240,circle,52,270,2,
2269930-6,24265,slider,52,270,0,P|15:204|59:124
2269930-6,24640,slider,249,162,0,P|186:176|82:201
2269930-6,25015,slider,40,47,0,P|71:54|123:66
2269930-6,25265,slider,270,181,0,P|284:118|309:14
2269930-6,25765,slider,173,193,0,P|190:121|206:50
2269930-6,26140,circle,90,132,0,
2269930-6,26265,slider,247,258,0,P|286:247|345:234
2269930-6,26515,circle,330,134,2,
2269930-6,26640,slider,330,134,0,P|268:149|179:170
2269930-6,27015,circle,90,132,2,
2269930-6,27265,slider,128,298,0,P|119:261|106:210
2269930-6,27515,circle,248,94,2,
2269930-6,27640,slider,248,94,0,P|230:165|212:237
2269930-6,28015,circle,269,382,2,
2269930-6,28140,circle,356,238,0,
2269930-6,28265,slider,425,350,0,P|388:341|337:328
2269930-6,28515,circle,274,188,2,
2269930-6,28640,slider,274,188,0,P|343:147|414:169
2269930-6,29015,circle,497,197,2,
2269930-6,29265,slider,254,269,0,P|237:198|220:127
2269930-6,29765,slider,170,305,0,P|152:233|135:162
2269930-6,30140,circle,55,235,0,
2269930-6,30265,slider,0,33,0,P|81:54|155:73
2269930-6,30640,slider,254,269,0,P|236:197|219:126
2269930-6,31015,slider,282,0,0,P|292:44|303:88
2269930-6,31265,slider,337,220,0,P|398:181|478:210
2269930-6,31765,slider,420,0,0,P|402:71|385:142
2269930-6,32265,slider,347,312,0,B|286:329|286:329|263:359|263:359|183:381
2269930-6,32640,slider,11,265,0,P|20:305|30:344
2269930-6,32890,circle,79,204,0,
2269930-6,33015,slider,199,274,0,P|159:284|119:293
2269930-6,33265,slider,36,103,0,P|97:118|170:137
2269930-6,33515,slider,231,184,0,P|242:144|252:105
2269930-6,33765,slider,407,0,0,P|426:76|445:152
2269930-6,34015,slider,505,196,0,P|465:206|425:216
2269930-6,34265,slider,294,338,0,P|317:245|340:152
2269930-6,34640,slider,157,42,0,P|122:107|174:193
2269930-6,35015,slider,294,91,0,P|254:101|214:111
2269930-6,35265,slider,162,280,0,P|93:262|24:245
2269930-6,35515,slider,0,149,0,P|39:159|79:169
2269930-6,35765,slider,122,384,0,P|190:366|259:349
2269930-6,36015,slider,284,253,0,P|244:263|204:273
2269930-6,36265,slider,359,382,0,P|369:342|379:302
2269930-6,36515,circle,339,124,10,
2269930-6,36640,slider,187,254,0,P|266:233|346:213
2269930-6,37015,slider,383,47,0,P|343:37|303:26
2269930-6,37265,slider,196,152,0,P|219:123|221:68
2269930-6,37515,slider,115,0,0,P|125:39|135:79
2269930-6,37765,slider,36,246,0,P|13:217|11:162
2269930-6,38015,slider,117,94,0,P|106:133|96:173
2269930-6,38265,slider,58,352,0,P|125:306|223:333
2269930-6,38640,slider,285,223,0,P|308:303|328:383
2269930-6,39015,slider,429,200,0,P|415:253|400:306
2269930-6,39265,circle,340,79,10,
2269930-6,39390,circle,512,149,8,
2269930-6,39515,circle,322,237,8,
2269930-6,39640,circle,445,67,8,
2269930-6,39765,circle,407,279,6,
2269930-6,39890,circle,332,59,4,
2269930-6,40015,circle,410,306,6,
2269930-6,40140,circle,452,45,4,
2269930-6,40265,circle,318,332,4,
2269930-6,44265,slider,134,198,0,P|190:184|251:169
2269930-6,44515,slider,321,4,0,P|307:60|292:121
2269930-6,44765,circle,364,311,2,
2269930-6,44890,circle,444,102,0,
2269930-6,45015,slider,301,222,0,P|256:210|212:200
2269930-6,45265,slider,148,19,0,P|180:65|179:106
2269930-6,45515,circle,114,293,8,
2269930-6,45640,slider,0,117,0,P|44:105|88:95
2269930-6,45890,circle,316,50,0,
2269930-6,46015,slider,159,187,0,P|170:142|180:98
2269930-6,46265,slider,298,260,0,B|197:235|233:311|110:280
2269930-6,46640,circle,264,160,0,
2269930-6,46765,slider,365,382,0,P|376:337|386:293
2269930-6,47015,circle,434,102,10,
2269930-6,47140,slider,284,250,0,P|239:260|195:271
2269930-6,47390,circle,340,66,2,
2269930-6,47515,circle,401,304,10,
2269930-6,47640,slider,277,144,0,P|232:154|83:189
2269930-6,48015,slider,161,0,0,P|197:51|200:96
2269930-6,48265,slider,46,252,0,P|12:189|36:127
2269930-6,48515,slider,121,96,0,P|110:140|99:184
2269930-6,48765,circle,237,384,2,
2269930-6,48890,circle,192,168,0,
2269930-6,49015,slider,76,338,0,P|120:327|164:316
2269930-6,49265,slider,227,92,0,P|216:135|205:180
2269930-6,49515,slider,411,322,0,P|400:278|389:233
2269930-6,49765,circle,352,48,2,
2269930-6,49890,circle,292,271,0,
2269930-6,50015,slider,424,129,0,P|468:139|512:150
2269930-6,50265,slider,217,193,0,P|242:91|259:26
2269930-6,50515,slider,162,7,0,P|152:54|137:118
2269930-6,50765,circle,104,278,2,
2269930-6,50890,circle,55,64,0,
2269930-6,51015,circle,252,164,10,
2269930-6,51140,slider,6,300,0,P|-25:216|30:143
2269930-6,51515,slider,104,278,0,P|94:325|79:389
2269930-6,51765,circle,131,171,2,
2269930-6,51890,circle,179,373,0,
2269930-6,52015,slider,296,220,0,P|251:229|206:239
2269930-6,52265,slider,458,375,0,P|492:312|468:250
2269930-6,52515,slider,384,219,0,P|395:263|406:307
2269930-6,52765,circle,466,152,0,
2269930-6,52890,circle,304,307,0,
2269930-6,53015,slider,352,98,0,P|363:54|374:10
2269930-6,53265,slider,191,196,0,P|235:185|279:174
2269930-6,53515,circle,157,296,10,
2269930-6,53640,slider,207,91,0,P|218:47|229:3
2269930-6,53890,circle,289,292,2,
2269930-6,54015,circle,123,22,10,
2269930-6,54265,circle,435,273,10,
2269930-6,56262,slider,13,250,0,B|84:270|84:270|117:308|117:308|194:331
2269930-6,56637,circle,435,273,0,
2269930-6,56762,circle,198,222,2,
2269930-6,56887,circle,402,366,0,
2269930-6,57012,slider,324,110,0,P|275:123|226:135
2269930-6,57262,slider,54,384,0,P|85:270|113:157
2269930-6,57637,circle,158,10,0,
2269930-6,57762,circle,205,251,2,
2269930-6,57887,circle,69,60,0,
2269930-6,58012,slider,216,283,0,P|264:296|317:310
2269930-6,58262,slider,344,51,0,P|264:105|282:198
2269930-6,58637,circle,406,373,0,
2269930-6,58762,slider,447,111,0,P|398:124|346:138
2269930-6,59012,slider,302,331,0,P|253:318|204:305
2269930-6,59262,slider,54,137,0,P|67:185|79:234
2269930-6,59512,circle,157,86,10,
2269930-6,59637,slider,93,324,0,P|35:318|2:287
2269930-6,59887,circle,68,46,0,
2269930-6,60012,slider,191,276,0,P|177:227|165:178
2269930-6,60262,slider,331,4,0,P|304:104|277:205
2269930-6,60637,circle,211,384,0,
2269930-6,60762,circle,433,278,2,
2269930-6,60887,circle,165,178,0,
2269930-6,61012,slider,358,384,0,P|344:335|332:286
2269930-6,61262,slider,205,70,0,P|192:118|179:167
2269930-6,61512,circle,126,369,8,
2269930-6,61637,circle,89,95,0,
2269930-6,61762,circle,223,302,2,
2269930-6,61887,circle,300,50,0,
2269930-6,62012,slider,111,233,0,P|62:220|13:207
2269930-6,62262,slider,216,42,0,P|296:20|376:-1
2269930-6,62512,slider,458,32,0,P|444:80|432:129
2269930-6,62762,circle,383,329,0,
2269930-6,62887,circle,337,130,0,
2269930-6,63012,slider,512,211,0,P|463:222|415:236
2269930-6,63262,slider,243,384,0,P|177:305|207:219
2269930-6,63637,slider,370,317,0,P|321:302|273:291
2269930-6,63887,circle,212,135,0,
2269930-6,64012,slider,73,310,0,P|61:261|47:213
2269930-6,64262,slider,207,34,0,P|176:139|150:245
2269930-6,64637,circle,377,356,0,
2269930-6,64762,circle,305,111,2,
2269930-6,64887,circle,226,323,0,
2269930-6,65012,circle,396,87,8,
2269930-6,65137,circle,293,384,0,
2269930-6,65262,slider,217,72,0,P|166:85|120:97
2269930-6,65512,slider,166,263,0,P|199:231|192:158
2269930-6,65762,circle,155,0,2,
2269930-6,65887,circle,49,254,0,
2269930-6,66012,circle,288,130,10,
2269930-6,66137,slider,61,0,0,P|91:105|117:211
2269930-6,66512,slider,293,384,0,P|304:335|318:287
2269930-6,66762,circle,512,188,2,
2269930-6,66887,circle,264,114,0,
2269930-6,67012,circle,438,346,10,
2269930-6,67137,circle,418,66,0,
2269930-6,67262,slider,207,300,0,P|195:251|181:201
2269930-6,67512,slider,8,72,0,P|28:151|48:230
2269930-6,67762,slider,19,298,0,P|68:301|113:270
2269930-6,68012,circle,148,65,10,
2269930-6,68137,circle,207,300,2,
2269930-6,68199,circle,207,300,2,
2269930-6,68262,slider,207,300,0,B|278:320|278:320|311:358|311:358|388:381
2269930-6,68887,circle,380,278,0,
2269930-6,69012,slider,258,177,0,P|271:225|283:274
2269930-6,69262,slider,479,384,0,P|491:336|504:286
2269930-6,69512,slider,464,82,0,P|417:95|366:107
2269930-6,69762,circle,130,189,2,
2269930-6,69887,circle,380,278,0,
2269930-6,70012,slider,266,42,0,P|254:90|241:139
2269930-6,70262,circle,116,369,10,
2269930-6,70387,circle,83,88,0,
2269930-6,70512,circle,212,367,10,
2269930-6,70637,circle,175,62,0,
2269930-6,70762,circle,307,361,10,
2269930-6,70887,circle,266,42,0,
2269930-6,71012,circle,397,357,10,
2269930-6,71137,circle,358,25,0,
2269930-6,71262,circle,309,380,8,
2269930-6,71387,circle,452,21,8,
2269930-6,71512,slider,212,367,0,P|162:353|113:340
2269930-6,71762,circle,241,15,8,
2269930-6,71887,circle,309,380,8,
2269930-6,72012,circle,47,73,8,
2269930-6,72137,circle,447,215,8,
2269930-6,72262,slider,44,249,0,P|60:245|272:201
2269930-6,73262,slider,17,155,0,P|125:134|232:109
2269930-6,74137,circle,454,72,0,
2269930-6,74262,slider,454,72,0,P|483:184|514:296
2269930-6,75762,circle,394,312,0,
2269930-6,76137,circle,333,79,0,
2269930-6,76262,circle,333,79,2,
2269930-6,76387,spinner,256,192,0,79762
2269930-7,8262,slider,52,234,0,B|27:289|27:289|60:372
2269930-7,9273,slider,30,148,0,B|72:134|127:157|99:170|149:195|206:184
2269930-7,10274,slider,316,304,0,P|373:320|442:301
2269930-7,11002,circle,506,187,2,
2269930-7,11259,slider,453,115,0,L|259:145
2269930-7,12289,slider,104,176,0,P|81:121|110:34
2269930-7,13252,slider,81,263,0,B|123:277|178:254|150:241|200:216|257:227
2269930-7,14280,slider,356,360,0,L|381:208
2269930-7,15011,circle,451,129,2,
2269930-7,15255,slider,405,51,0,L|298:32
2269930-7,15767,slider,243,74,0,P|155:59|78:108
2269930-7,19509,circle,93,92,2,
2269930-7,19756,slider,44,167,0,P|15:239|60:335
2269930-7,23240,circle,40,315,2,
2269930-7,24265,slider,259,65,0,P|293:132|240:228
2269930-7,25015,circle,220,286,2,
2269930-7,25265,slider,283,351,0,L|477:316
2269930-7,26265,slider,504,172,0,L|309:137
2269930-7,27015,circle,275,88,2,
2269930-7,27265,slider,195,129,0,P|214:202|187:274
2269930-7,28265,slider,129,70,0,P|62:64|17:161
2269930-7,29015,circle,18,224,2,
2269930-7,29265,slider,89,280,0,B|131:266|186:289|158:302|208:327|265:316
2269930-7,30265,slider,375,227,0,P|403:145|366:61
2269930-7,31015,circle,314,17,2,
2269930-7,31265,circle,233,55,2,
2269930-7,31765,circle,57,17,2,
2269930-7,32265,slider,38,177,0,P|27:247|9:321
2269930-7,33265,slider,122,147,0,B|179:136|211:171|205:189|306:192
2269930-7,34015,circle,338,252,10,
2269930-7,34265,slider,429,247,0,L|457:98
2269930-7,35015,circle,400,17,10,
2269930-7,35265,slider,317,50,0,L|208:40
2269930-7,35765,slider,168,100,0,P|181:147|155:200
2269930-7,36265,slider,134,258,0,P|36:245|-15:239
2269930-7,37265,slider,196,325,0,B|289:313|272:360|379:361
2269930-7,38015,circle,438,341,10,
2269930-7,38265,slider,478,262,0,P|495:206|461:120
2269930-7,39015,circle,404,51,10,
2269930-7,39265,slider,318,70,0,L|225:59
2269930-7,39765,slider,149,47,0,L|138:140
2269930-7,40265,circle,128,216,4,
2269930-7,44265,slider,94,213,0,P|144:219|205:232
2269930-7,44765,slider,250,167,0,P|255:122|263:78
2269930-7,45265,slider,327,14,0,P|413:-8|491:46
2269930-7,46015,circle,509,125,10,
